KW	category	node_weight	occurrence
tumor necrosis factor inhibitors	MESH	0.010752688172043012	1
diarrhea/chemically induced	MESH	0.15053763440860216	14
biological products/therapeutic use	MESH	0.010752688172043012	1
beclomethasone/adverse effects	MESH	0.010752688172043012	1
hashimoto disease/chemically induced	MESH	0.010752688172043012	1
squamous cell carcinoma of head and neck/drug therapy	MESH	0.010752688172043012	1
tongue neoplasms/drug therapy	MESH	0.010752688172043012	1
paclitaxel/therapeutic use	MESH	0.010752688172043012	1
colitis ulcerative/chemically induced	MESH	0.010752688172043012	1
pneumonia	MESH	0.010752688172043012	1
inflammatory bowel diseases/drug therapy	MESH	0.03225806451612903	3
ligands	MESH	0.010752688172043012	1
psoriasis	MESH	0.010752688172043012	1
dermatitis	MESH	0.010752688172043012	1
rna	MESH	0.010752688172043012	1
CXCL10	GENE	0.010752688172043012	1
CXCL9	GENE	0.010752688172043012	1
TCIM	GENE	0.010752688172043012	1
interleukin-17/genetics	MESH	0.010752688172043012	1
micrornas/genetics	MESH	0.010752688172043012	1
gene expression regulation neoplastic	MESH	0.010752688172043012	1
lymphocytes tumor-infiltrating/metabolism	MESH	0.010752688172043012	1
t-lymphocytes cytotoxic/immunology	MESH	0.010752688172043012	1
tumor microenvironment/drug effects	MESH	0.010752688172043012	1
ht29 cells	MESH	0.010752688172043012	1
colorectal neoplasms/drug therapy	MESH	0.010752688172043012	1
b7-h1 antigen/genetics	MESH	0.010752688172043012	1
APC	GENE	0.021505376344086023	2
IL17A	GENE	0.021505376344086023	2
MIR15B	GENE	0.010752688172043012	1
NRF1	GENE	0.010752688172043012	1
feces	MESH	0.010752688172043012	1
feces/chemistry	MESH	0.010752688172043012	1
leukocyte l1 antigen complex/analysis	MESH	0.010752688172043012	1
biomarkers/analysis	MESH	0.010752688172043012	1
nivolumab/adverse effects	MESH	0.12903225806451613	12
immune checkpoint inhibitors/adverse effects	MESH	0.5698924731182796	53
ipilimumab/adverse effects	MESH	0.0967741935483871	9
drug-related side effects and adverse reactions/prevention & control	MESH	0.010752688172043012	1
growth inhibitors/therapeutic use	MESH	0.010752688172043012	1
phosphatidylinositol 3-kinases/metabolism	MESH	0.010752688172043012	1
lymphocytes tumor-infiltrating/immunology	MESH	0.010752688172043012	1
colitis/etiology	MESH	0.021505376344086023	2
immune checkpoint inhibitors/therapeutic use	MESH	0.021505376344086023	2
cell line tumor	MESH	0.021505376344086023	2
cd8-positive t-lymphocytes/immunology	MESH	0.010752688172043012	1
cytotoxicity immunologic	MESH	0.010752688172043012	1
MTOR	GENE	0.010752688172043012	1
sirolimus/therapeutic use	MESH	0.010752688172043012	1
drug synergism	MESH	0.021505376344086023	2
colitis/diagnosis	MESH	0.021505376344086023	2
programmed cell death 1 receptor/metabolism	MESH	0.010752688172043012	1
gastrointestinal tract/metabolism	MESH	0.010752688172043012	1
b7-h1 antigen/metabolism	MESH	0.010752688172043012	1
immune checkpoint inhibitors/administration & dosage	MESH	0.043010752688172046	4
urothelium/drug effects	MESH	0.010752688172043012	1
neoplasms/diagnosis	MESH	0.010752688172043012	1
antibodies monoclonal humanized/administration & dosage	MESH	0.010752688172043012	1
carcinoma non-small-cell lung/complications	MESH	0.010752688172043012	1
infliximab/administration & dosage	MESH	0.010752688172043012	1
drugs investigational/administration & dosage	MESH	0.010752688172043012	1
CRP	GENE	0.010752688172043012	1
antineoplastic agents immunological/therapeutic use	MESH	0.03225806451612903	3
glucocorticoids/therapeutic use	MESH	0.010752688172043012	1
disease progression	MESH	0.010752688172043012	1
abdominal pain/chemically induced	MESH	0.010752688172043012	1
gastritis/complications	MESH	0.010752688172043012	1
enterocolitis/chemically induced	MESH	0.021505376344086023	2
host microbial interactions/drug effects	MESH	0.010752688172043012	1
metabolome/drug effects	MESH	0.010752688172043012	1
dysbiosis/etiology	MESH	0.010752688172043012	1
neoplasms/complications	MESH	0.03225806451612903	3
anti-bacterial agents/pharmacology	MESH	0.010752688172043012	1
programmed cell death 1 receptor/antagonists & inhibitors	MESH	0.08602150537634409	8
b7-h1 antigen/antagonists & inhibitors	MESH	0.03225806451612903	3
colitis/epidemiology	MESH	0.010752688172043012	1
ctla-4 antigen/antagonists & inhibitors	MESH	0.03225806451612903	3
antineoplastic agents immunological/adverse effects	MESH	0.07526881720430108	7
myeloid-derived suppressor cells/metabolism	MESH	0.010752688172043012	1
azoxymethane/adverse effects	MESH	0.010752688172043012	1
phthalazines/administration & dosage	MESH	0.010752688172043012	1
colonic neoplasms/drug therapy	MESH	0.010752688172043012	1
dextran sulfate/adverse effects	MESH	0.010752688172043012	1
poly(adp-ribose) polymerase inhibitors/administration & dosage	MESH	0.010752688172043012	1
piperazines/administration & dosage	MESH	0.010752688172043012	1
ARG1	GENE	0.010752688172043012	1
PARP1	GENE	0.010752688172043012	1
TIPARP	GENE	0.010752688172043012	1
nephritis/chemically induced	MESH	0.010752688172043012	1
nivolumab/therapeutic use	MESH	0.021505376344086023	2
carcinoma renal cell/drug therapy	MESH	0.021505376344086023	2
diabetes mellitus type 1/chemically induced	MESH	0.010752688172043012	1
exanthema/chemically induced	MESH	0.010752688172043012	1
bevacizumab/administration & dosage	MESH	0.010752688172043012	1
fatigue/chemically induced	MESH	0.010752688172043012	1
pruritus/chemically induced	MESH	0.010752688172043012	1
adrenal insufficiency/chemically induced	MESH	0.010752688172043012	1
axitinib/administration & dosage	MESH	0.010752688172043012	1
hypophysitis/chemically induced	MESH	0.010752688172043012	1
angiogenesis inhibitors/therapeutic use	MESH	0.010752688172043012	1
myocarditis/chemically induced	MESH	0.010752688172043012	1
hepatitis autoimmune/etiology	MESH	0.010752688172043012	1
myasthenia gravis/chemically induced	MESH	0.010752688172043012	1
ipilimumab/therapeutic use	MESH	0.03225806451612903	3
CD8A	GENE	0.053763440860215055	5
colitis ulcerative/immunology	MESH	0.021505376344086023	2
cd8-positive t-lymphocytes/drug effects	MESH	0.021505376344086023	2
phenotype	MESH	0.021505376344086023	2
CD4	GENE	0.021505376344086023	2
CD68	GENE	0.021505376344086023	2
proton pump inhibitors/adverse effects	MESH	0.010752688172043012	1
vitamin d	MESH	0.010752688172043012	1
pneumonia/chemically induced	MESH	0.03225806451612903	3
carcinoma non-small-cell lung/drug therapy	MESH	0.021505376344086023	2
dose-response relationship drug	MESH	0.021505376344086023	2
lung neoplasms/drug therapy	MESH	0.021505376344086023	2
protein kinase inhibitors/therapeutic use	MESH	0.010752688172043012	1
oropharyngeal neoplasms/drug therapy	MESH	0.010752688172043012	1
disease susceptibility	MESH	0.010752688172043012	1
drug-related side effects and adverse reactions/diagnosis	MESH	0.010752688172043012	1
postoperative complications	MESH	0.010752688172043012	1
pyrimidines/therapeutic use	MESH	0.021505376344086023	2
piperidines/therapeutic use	MESH	0.021505376344086023	2
interferon-gamma/metabolism	MESH	0.010752688172043012	1
immunologic memory/drug effects	MESH	0.010752688172043012	1
adrenal gland diseases/diagnostic imaging	MESH	0.010752688172043012	1
myocarditis/diagnostic imaging	MESH	0.010752688172043012	1
pancreatitis/diagnostic imaging	MESH	0.010752688172043012	1
neoplasms/diagnostic imaging	MESH	0.021505376344086023	2
sarcoidosis/diagnostic imaging	MESH	0.010752688172043012	1
hepatitis/diagnostic imaging	MESH	0.010752688172043012	1
pericarditis/diagnostic imaging	MESH	0.010752688172043012	1
encephalitis/diagnostic imaging	MESH	0.010752688172043012	1
colitis/diagnostic imaging	MESH	0.010752688172043012	1
pneumonia/diagnostic imaging	MESH	0.010752688172043012	1
thyroiditis/diagnostic imaging	MESH	0.010752688172043012	1
melanoma/genetics	MESH	0.010752688172043012	1
receptors cxcr6/genetics	MESH	0.010752688172043012	1
gene expression regulation/genetics	MESH	0.010752688172043012	1
receptors cxcr3/genetics	MESH	0.010752688172043012	1
cd8-positive t-lymphocytes/cytology	MESH	0.010752688172043012	1
myeloid cells/cytology	MESH	0.010752688172043012	1
ctla-4 antigen/immunology	MESH	0.010752688172043012	1
colitis/drug therapy	MESH	0.03225806451612903	3
receptors antigen t-cell/genetics	MESH	0.010752688172043012	1
t-lymphocytes regulatory/cytology	MESH	0.010752688172043012	1
chemokines/metabolism	MESH	0.010752688172043012	1
multigene family	MESH	0.010752688172043012	1
tryptophan/pharmacology	MESH	0.010752688172043012	1
chemical and drug induced liver injury/diagnosis	MESH	0.010752688172043012	1
intestinal mucosa/immunology	MESH	0.010752688172043012	1
colon/immunology	MESH	0.021505376344086023	2
t-lymphocyte subsets/immunology	MESH	0.010752688172043012	1
hepatitis/diagnosis	MESH	0.010752688172043012	1
butyrates/metabolism	MESH	0.010752688172043012	1
AHR	GENE	0.010752688172043012	1
lymphocytes/drug effects	MESH	0.010752688172043012	1
vitamin d/administration & dosage	MESH	0.010752688172043012	1
cytomegalovirus infections/diagnosis	MESH	0.010752688172043012	1
neutrophils/drug effects	MESH	0.010752688172043012	1
antibodies monoclonal/adverse effects	MESH	0.010752688172043012	1
inflammatory bowel diseases/complications	MESH	0.021505376344086023	2
macrophages/drug effects	MESH	0.010752688172043012	1
crohn disease/immunology	MESH	0.010752688172043012	1
graft vs host disease/immunology	MESH	0.010752688172043012	1
colitis ulcerative/physiopathology	MESH	0.010752688172043012	1
crohn disease/physiopathology	MESH	0.010752688172043012	1
melanoma/complications	MESH	0.03225806451612903	3
colitis collagenous/drug therapy	MESH	0.010752688172043012	1
skin neoplasms/complications	MESH	0.010752688172043012	1
ustekinumab/therapeutic use	MESH	0.010752688172043012	1
colitis ulcerative/drug therapy	MESH	0.021505376344086023	2
interleukin-23/antagonists & inhibitors	MESH	0.010752688172043012	1
interleukin-12/antagonists & inhibitors	MESH	0.010752688172043012	1
glycoproteins/metabolism	MESH	0.010752688172043012	1
biomarkers/metabolism	MESH	0.010752688172043012	1
adenocarcinoma of lung/drug therapy	MESH	0.010752688172043012	1
neoplasm recurrence local/drug therapy	MESH	0.010752688172043012	1
endometrial neoplasms/drug therapy	MESH	0.010752688172043012	1
antibodies monoclonal humanized	MESH	0.010752688172043012	1
myasthenia gravis/diagnosis	MESH	0.010752688172043012	1
antibodies monoclonal humanized/adverse effects	MESH	0.010752688172043012	1
immunosuppressive agents/therapeutic use	MESH	0.010752688172043012	1
skin neoplasms/immunology	MESH	0.010752688172043012	1
melanoma/immunology	MESH	0.010752688172043012	1
immunocompromised host	MESH	0.010752688172043012	1
prednisone/therapeutic use	MESH	0.010752688172043012	1
steroids/therapeutic use	MESH	0.021505376344086023	2
gentian violet	MESH	0.010752688172043012	1
inflammation	MESH	0.010752688172043012	1
nivolumab/adverse effects	MESH	0.1276595744680851	12
carcinoma non-small-cell lung/drug therapy	MESH	0.02127659574468085	2
ipilimumab/adverse effects	MESH	0.09574468085106383	9
colitis/chemically induced	MESH	0.7446808510638298	70
paclitaxel/therapeutic use	MESH	0.010638297872340425	1
oropharyngeal neoplasms/drug therapy	MESH	0.010638297872340425	1
disease susceptibility	MESH	0.010638297872340425	1
colitis ulcerative/chemically induced	MESH	0.010638297872340425	1
drug-related side effects and adverse reactions/diagnosis	MESH	0.010638297872340425	1
postoperative complications	MESH	0.010638297872340425	1
hashimoto disease/chemically induced	MESH	0.010638297872340425	1
prednisolone/therapeutic use	MESH	0.010638297872340425	1
immune checkpoint inhibitors/adverse effects	MESH	0.5638297872340425	53
lung neoplasms/drug therapy	MESH	0.02127659574468085	2
protein kinase inhibitors/therapeutic use	MESH	0.010638297872340425	1
squamous cell carcinoma of head and neck/drug therapy	MESH	0.010638297872340425	1
tongue neoplasms/drug therapy	MESH	0.010638297872340425	1
pneumonia/chemically induced	MESH	0.031914893617021274	3
ipilimumab/therapeutic use	MESH	0.031914893617021274	3
neoplasms/drug therapy	MESH	0.1276595744680851	12
glucocorticoids/therapeutic use	MESH	0.010638297872340425	1
virus diseases/etiology	MESH	0.010638297872340425	1
escherichia coli infections/drug therapy	MESH	0.010638297872340425	1
tryptophan/pharmacology	MESH	0.010638297872340425	1
disease progression	MESH	0.010638297872340425	1
chemical and drug induced liver injury/diagnosis	MESH	0.010638297872340425	1
diarrhea/chemically induced	MESH	0.1595744680851064	15
clostridium infections/chemically induced	MESH	0.010638297872340425	1
abdominal pain/chemically induced	MESH	0.010638297872340425	1
anti-bacterial agents/adverse effects	MESH	0.010638297872340425	1
intestinal mucosa/immunology	MESH	0.010638297872340425	1
feces/chemistry	MESH	0.010638297872340425	1
colon/immunology	MESH	0.02127659574468085	2
leukocyte l1 antigen complex/analysis	MESH	0.010638297872340425	1
t-lymphocyte subsets/immunology	MESH	0.010638297872340425	1
gastritis/complications	MESH	0.010638297872340425	1
biological products/therapeutic use	MESH	0.010638297872340425	1
hepatitis/diagnosis	MESH	0.010638297872340425	1
butyrates/metabolism	MESH	0.010638297872340425	1
AHR	GENE	0.010638297872340425	1
interleukin-17/genetics	MESH	0.010638297872340425	1
APC	GENE	0.02127659574468085	2
IL17A	GENE	0.02127659574468085	2
MIR15B	GENE	0.010638297872340425	1
NRF1	GENE	0.010638297872340425	1
micrornas/genetics	MESH	0.010638297872340425	1
gene expression regulation neoplastic	MESH	0.010638297872340425	1
lymphocytes tumor-infiltrating/metabolism	MESH	0.010638297872340425	1
t-lymphocytes cytotoxic/immunology	MESH	0.010638297872340425	1
tumor microenvironment/drug effects	MESH	0.010638297872340425	1
ht29 cells	MESH	0.010638297872340425	1
colorectal neoplasms/drug therapy	MESH	0.010638297872340425	1
b7-h1 antigen/genetics	MESH	0.010638297872340425	1
myeloid-derived suppressor cells/metabolism	MESH	0.010638297872340425	1
azoxymethane/adverse effects	MESH	0.010638297872340425	1
immune checkpoint inhibitors/administration & dosage	MESH	0.0425531914893617	4
dextran sulfate/adverse effects	MESH	0.010638297872340425	1
phthalazines/administration & dosage	MESH	0.010638297872340425	1
poly(adp-ribose) polymerase inhibitors/administration & dosage	MESH	0.010638297872340425	1
colonic neoplasms/drug therapy	MESH	0.010638297872340425	1
piperazines/administration & dosage	MESH	0.010638297872340425	1
ARG1	GENE	0.010638297872340425	1
PARP1	GENE	0.010638297872340425	1
TIPARP	GENE	0.010638297872340425	1
CD274	GENE	0.1595744680851064	15
b7-h1 antigen/antagonists & inhibitors	MESH	0.031914893617021274	3
CTLA4	GENE	0.1276595744680851	12
PDCD1	GENE	0.26595744680851063	25
adrenal cortex hormones/therapeutic use	MESH	0.0425531914893617	4
beclomethasone/adverse effects	MESH	0.010638297872340425	1
LTF	GENE	0.010638297872340425	1
feces	MESH	0.010638297872340425	1
CD8A	GENE	0.05319148936170213	5
colitis ulcerative/immunology	MESH	0.02127659574468085	2
cd8-positive t-lymphocytes/drug effects	MESH	0.02127659574468085	2
CD4	GENE	0.02127659574468085	2
CD68	GENE	0.02127659574468085	2
phenotype	MESH	0.02127659574468085	2
neoplasms	MESH	0.0425531914893617	4
diarrhea	MESH	0.02127659574468085	2
immune checkpoint inhibitors	MESH	0.3191489361702128	30
infliximab/adverse effects	MESH	0.0425531914893617	4
colitis	MESH	0.0425531914893617	4
recurrence	MESH	0.02127659574468085	2
inflammatory bowel diseases	MESH	0.02127659574468085	2
adrenal gland diseases/diagnostic imaging	MESH	0.010638297872340425	1
myocarditis/diagnostic imaging	MESH	0.010638297872340425	1
pancreatitis/diagnostic imaging	MESH	0.010638297872340425	1
neoplasms/diagnostic imaging	MESH	0.02127659574468085	2
sarcoidosis/diagnostic imaging	MESH	0.010638297872340425	1
hepatitis/diagnostic imaging	MESH	0.010638297872340425	1
pericarditis/diagnostic imaging	MESH	0.010638297872340425	1
encephalitis/diagnostic imaging	MESH	0.010638297872340425	1
colitis/diagnostic imaging	MESH	0.010638297872340425	1
pneumonia/diagnostic imaging	MESH	0.010638297872340425	1
thyroiditis/diagnostic imaging	MESH	0.010638297872340425	1
glucocorticoids	MESH	0.010638297872340425	1
arthritis/chemically induced	MESH	0.010638297872340425	1
CHI3L1	GENE	0.010638297872340425	1
CXCL8	GENE	0.010638297872340425	1
mycophenolic acid	MESH	0.010638297872340425	1
gastritis/chemically induced	MESH	0.010638297872340425	1
anti-bacterial agents	MESH	0.010638297872340425	1
adrenal cortex hormones/pharmacology	MESH	0.010638297872340425	1
antineoplastic agents immunological/adverse effects	MESH	0.07446808510638298	7
SNCA	GENE	0.031914893617021274	3
inflammatory bowel diseases/complications	MESH	0.02127659574468085	2
colitis ulcerative	MESH	0.010638297872340425	1
ulcer/chemically induced	MESH	0.010638297872340425	1
esophagitis	MESH	0.010638297872340425	1
carcinoma non-small-cell lung	MESH	0.010638297872340425	1
colitis/therapy	MESH	0.010638297872340425	1
neoplasm recurrence local/drug therapy	MESH	0.010638297872340425	1
diarrhea/therapy	MESH	0.010638297872340425	1
colitis microscopic/chemically induced	MESH	0.02127659574468085	2
immunologic factors	MESH	0.02127659574468085	2
neoplasms/therapy	MESH	0.010638297872340425	1
endometrial neoplasms/drug therapy	MESH	0.010638297872340425	1
antibodies monoclonal humanized	MESH	0.010638297872340425	1
crohn disease/drug therapy	MESH	0.010638297872340425	1
lung neoplasms	MESH	0.010638297872340425	1
cd8-positive t-lymphocytes	MESH	0.010638297872340425	1
cytomegalovirus infections/complications	MESH	0.010638297872340425	1
TNF	GENE	0.031914893617021274	3
nephritis/chemically induced	MESH	0.010638297872340425	1
nivolumab/therapeutic use	MESH	0.02127659574468085	2
diabetes mellitus type 1/chemically induced	MESH	0.010638297872340425	1
exanthema/chemically induced	MESH	0.010638297872340425	1
bevacizumab/administration & dosage	MESH	0.010638297872340425	1
fatigue/chemically induced	MESH	0.010638297872340425	1
pruritus/chemically induced	MESH	0.010638297872340425	1
adrenal insufficiency/chemically induced	MESH	0.010638297872340425	1
axitinib/administration & dosage	MESH	0.010638297872340425	1
hypophysitis/chemically induced	MESH	0.010638297872340425	1
angiogenesis inhibitors/therapeutic use	MESH	0.010638297872340425	1
myocarditis/chemically induced	MESH	0.010638297872340425	1
hepatitis autoimmune/etiology	MESH	0.010638297872340425	1
myasthenia gravis/chemically induced	MESH	0.010638297872340425	1
carcinoma renal cell/drug therapy	MESH	0.02127659574468085	2
colitis/diagnosis	MESH	0.02127659574468085	2
melanoma/drug therapy	MESH	0.05319148936170213	5
intestinal mucosa/diagnostic imaging	MESH	0.010638297872340425	1
vitamin d	MESH	0.010638297872340425	1
colon/diagnostic imaging	MESH	0.010638297872340425	1
drug resistance/immunology	MESH	0.010638297872340425	1
skin neoplasms/drug therapy	MESH	0.02127659574468085	2
tumor necrosis factor inhibitors	MESH	0.010638297872340425	1
glucocorticoids/pharmacology	MESH	0.010638297872340425	1
immunosuppressive agents/pharmacology	MESH	0.010638297872340425	1
drug-related side effects and adverse reactions	MESH	0.02127659574468085	2
mucositis/chemically induced	MESH	0.010638297872340425	1
piperidines/therapeutic use	MESH	0.02127659574468085	2
interferon-gamma/metabolism	MESH	0.010638297872340425	1
pyrimidines/therapeutic use	MESH	0.02127659574468085	2
immunologic memory/drug effects	MESH	0.010638297872340425	1
programmed cell death 1 receptor/antagonists & inhibitors	MESH	0.0851063829787234	8
colitis/epidemiology	MESH	0.010638297872340425	1
ctla-4 antigen/antagonists & inhibitors	MESH	0.031914893617021274	3
IL6	GENE	0.02127659574468085	2
antibodies monoclonal humanized/administration & dosage	MESH	0.010638297872340425	1
dose-response relationship drug	MESH	0.02127659574468085	2
drugs investigational/administration & dosage	MESH	0.010638297872340425	1
neoplasms/diagnosis	MESH	0.010638297872340425	1
host microbial interactions/drug effects	MESH	0.010638297872340425	1
metabolome/drug effects	MESH	0.010638297872340425	1
lymphocytes/drug effects	MESH	0.010638297872340425	1
dysbiosis/etiology	MESH	0.010638297872340425	1
cytomegalovirus infections/diagnosis	MESH	0.010638297872340425	1
vitamin d/administration & dosage	MESH	0.010638297872340425	1
anti-bacterial agents/pharmacology	MESH	0.010638297872340425	1
neutrophils/drug effects	MESH	0.010638297872340425	1
antibodies monoclonal/adverse effects	MESH	0.010638297872340425	1
proton pump inhibitors/adverse effects	MESH	0.010638297872340425	1
inflammatory bowel diseases/drug therapy	MESH	0.031914893617021274	3
pneumonia	MESH	0.010638297872340425	1
ligands	MESH	0.010638297872340425	1
immune checkpoint inhibitors/therapeutic use	MESH	0.02127659574468085	2
sirolimus/therapeutic use	MESH	0.010638297872340425	1
drug-related side effects and adverse reactions/prevention & control	MESH	0.010638297872340425	1
growth inhibitors/therapeutic use	MESH	0.010638297872340425	1
cd8-positive t-lymphocytes/immunology	MESH	0.010638297872340425	1
cytotoxicity immunologic	MESH	0.010638297872340425	1
MTOR	GENE	0.010638297872340425	1
phosphatidylinositol 3-kinases/metabolism	MESH	0.010638297872340425	1
lymphocytes tumor-infiltrating/immunology	MESH	0.010638297872340425	1
biomarkers/analysis	MESH	0.02127659574468085	2
antineoplastic agents/adverse effects	MESH	0.010638297872340425	1
intestinal mucosa/chemistry	MESH	0.010638297872340425	1
leukemia lymphocytic chronic b-cell/drug therapy	MESH	0.010638297872340425	1
class i phosphatidylinositol 3-kinases/antagonists & inhibitors	MESH	0.010638297872340425	1
purines/adverse effects	MESH	0.010638297872340425	1
colon/chemistry	MESH	0.010638297872340425	1
lymphocytosis/chemically induced	MESH	0.010638297872340425	1
protein kinase inhibitors/adverse effects	MESH	0.010638297872340425	1
apoptosis/drug effects	MESH	0.010638297872340425	1
quinazolinones/adverse effects	MESH	0.010638297872340425	1
lymphoma non-hodgkin/drug therapy	MESH	0.010638297872340425	1
PIK3CD	GENE	0.010638297872340425	1
gene expression regulation/genetics	MESH	0.010638297872340425	1
receptors cxcr3/genetics	MESH	0.010638297872340425	1
cd8-positive t-lymphocytes/cytology	MESH	0.010638297872340425	1
inflammation/drug therapy	MESH	0.02127659574468085	2
myeloid cells/cytology	MESH	0.010638297872340425	1
ctla-4 antigen/immunology	MESH	0.010638297872340425	1
colitis/drug therapy	MESH	0.031914893617021274	3
receptors antigen t-cell/genetics	MESH	0.010638297872340425	1
t-lymphocytes regulatory/cytology	MESH	0.010638297872340425	1
chemokines/metabolism	MESH	0.010638297872340425	1
multigene family	MESH	0.010638297872340425	1
melanoma/genetics	MESH	0.010638297872340425	1
receptors cxcr6/genetics	MESH	0.010638297872340425	1
programmed cell death 1 receptor/metabolism	MESH	0.010638297872340425	1
immune checkpoint inhibitors/pharmacology	MESH	0.0425531914893617	4
gastrointestinal tract/metabolism	MESH	0.010638297872340425	1
b7-h1 antigen/metabolism	MESH	0.010638297872340425	1
immune system diseases/drug therapy	MESH	0.010638297872340425	1
gastrointestinal neoplasms/drug therapy	MESH	0.010638297872340425	1
BTLA	GENE	0.010638297872340425	1
CD28	GENE	0.010638297872340425	1
CSF2	GENE	0.010638297872340425	1
HAVCR2	GENE	0.010638297872340425	1
IL15	GENE	0.010638297872340425	1
IL17C	GENE	0.010638297872340425	1
IL21	GENE	0.010638297872340425	1
IL22	GENE	0.02127659574468085	2
IL4	GENE	0.010638297872340425	1
LIF	GENE	0.010638297872340425	1
cell line tumor	MESH	0.02127659574468085	2
drug synergism	MESH	0.02127659574468085	2
antibodies monoclonal humanized/therapeutic use	MESH	0.010638297872340425	1
steroids/adverse effects	MESH	0.010638297872340425	1
colitis/etiology	MESH	0.02127659574468085	2
urothelium/drug effects	MESH	0.010638297872340425	1
carcinoma non-small-cell lung/complications	MESH	0.010638297872340425	1
infliximab/administration & dosage	MESH	0.010638297872340425	1
CRP	GENE	0.010638297872340425	1
antineoplastic agents immunological/therapeutic use	MESH	0.031914893617021274	3
enterocolitis/chemically induced	MESH	0.02127659574468085	2
neoplasms/complications	MESH	0.031914893617021274	3
psoriasis	MESH	0.010638297872340425	1
dermatitis	MESH	0.010638297872340425	1
rna	MESH	0.010638297872340425	1
CXCL10	GENE	0.010638297872340425	1
CXCL9	GENE	0.010638297872340425	1
TCIM	GENE	0.010638297872340425	1
macrophages/drug effects	MESH	0.010638297872340425	1
colon/drug effects	MESH	0.031914893617021274	3
crohn disease/immunology	MESH	0.010638297872340425	1
graft vs host disease/immunology	MESH	0.010638297872340425	1
protective agents/pharmacology	MESH	0.010638297872340425	1
mesalamine/pharmacology	MESH	0.010638297872340425	1
trinitrobenzenesulfonic acid/adverse effects	MESH	0.010638297872340425	1
ACAD8	GENE	0.02127659574468085	2
melanoma/complications	MESH	0.031914893617021274	3
skin neoplasms/complications	MESH	0.010638297872340425	1
colitis collagenous/drug therapy	MESH	0.010638297872340425	1
